No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,Num of packets
45576,31.348149,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23337542 Win=7911 Len=0,,,,,,,
45577,31.348149,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23340402 Win=7903 Len=0,,,,,,,
45578,31.348149,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23342896 Win=7911 Len=0,,,,,,,
45581,31.348149,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8299928 Win=2141184 Len=0,,,,,,,
45587,31.348281,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8300992 Win=2145280 Len=0,,,,,,,
45628,31.397942,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23345756 Win=7911 Len=0,,,,,,,
45629,31.397942,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23351110 Win=7915 Len=0,,,,,,,
45630,31.397942,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23348616 Win=7914 Len=0,,,,,,,
45643,31.399283,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8309206 Win=2140416 Len=0,,,,,,,
45648,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8312066 Win=2144000 Len=0,,,,,,,
45649,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8317420 Win=2140416 Len=0,,,,,,,
45655,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8320280 Win=2145024 Len=0,,,,,,,
45656,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8325634 Win=2145280 Len=0,,,,,,,
45660,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8329924 Win=2143232 Len=0,,,,,,,
45661,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8332784 Win=2144000 Len=0,,,,,,,
45662,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8333848 Win=2145280 Len=0,,,,,,,
45668,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8338138 Win=2143232 Len=0,,,,,,,
45669,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8340998 Win=2144000 Len=0,,,,,,,
45674,31.403077,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8350276 Win=2137600 Len=0,,,,,,,
45694,31.412274,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23359324 Win=7896 Len=0,,,,,,,
45699,31.412274,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23362184 Win=7911 Len=0,,,,,,,
45700,31.412274,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23365044 Win=7914 Len=0,,,,,,,
45701,31.412274,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23367538 Win=7915 Len=0,,,,,,,
45709,31.413444,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23375752 Win=7896 Len=0,,,,,,,
45710,31.413444,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8353136 Win=2144000 Len=0,,,,,,,
45713,31.419133,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8358490 Win=2140416 Len=0,,,,,,,
45714,31.419133,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23378612 Win=7911 Len=0,,,,,,,
45715,31.419133,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23381472 Win=7911 Len=0,,,,,,,
45716,31.419133,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23393610 Win=7896 Len=0,,,,,,,
45718,31.419133,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23385396 Win=7908 Len=0,,,,,,,
45720,31.419133,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23388256 Win=7911 Len=0,,,,,,,
45724,31.419133,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23396470 Win=7911 Len=0,,,,,,,
45725,31.419133,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23400394 Win=7915 Len=0,,,,,,,
45735,31.425243,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23408608 Win=7915 Len=0,,,,,,,
45745,31.426066,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8361350 Win=2144000 Len=0,,,,,,,
45746,31.426066,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8366704 Win=2140416 Len=0,,,,,,,
45784,31.470301,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23412898 Win=7907 Len=0,,,,,,,
45785,31.470301,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23416822 Win=7915 Len=0,,,,,,,
45787,31.470503,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23415758 Win=7911 Len=0,,,,,,,
45792,31.474575,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8369564 Win=2144000 Len=0,,,,,,,
45793,31.474575,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8373854 Win=2140416 Len=0,,,,,,,
45794,31.474575,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8374918 Win=2145280 Len=0,,,,,,,
45795,31.475363,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8383132 Win=2140416 Len=0,,,,,,,
45802,31.481817,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8385992 Win=2144000 Len=0,,,,,,,
45805,31.48488,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8399560 Win=2134784 Len=0,,,,,,,
45806,31.48488,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8402420 Win=2144000 Len=0,,,,,,,
45807,31.48488,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23425036 Win=7896 Len=0,,,,,,,
45808,31.48488,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8405280 Win=2145024 Len=0,,,,,,,
45809,31.48488,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8407774 Win=2145280 Len=0,,,,,,,
45811,31.48488,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7236 Ack=8415988 Win=2140416 Len=0,,,,,,,
45812,31.48488,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23427896 Win=7914 Len=0,,,,,,,
45813,31.48488,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23432186 Win=7915 Len=0,,,,,,,
45814,31.48488,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23441464 Win=7915 Len=0,,,,,,,
45819,31.485089,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23440400 Win=7896 Len=0,,,,,,,
45821,31.489866,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23444324 Win=7911 Len=0,,,,,,,
45822,31.489866,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23447184 Win=7911 Len=0,,,,,,,
45823,31.489866,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23449678 Win=7915 Len=0,,,,,,,
45828,31.496672,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23451108 Win=7915 Len=0,,,,,,,
45829,31.496672,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23455398 Win=7915 Len=0,,,,,,,
45830,31.496672,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23459322 Win=7908 Len=0,,,,,,,
45831,31.496672,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23462182 Win=7914 Len=0,,,,,,,
45832,31.496672,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23466106 Win=7915 Len=0,,,,,,,
45833,31.496672,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23470396 Win=7907 Len=0,,,,,,,
45834,31.496672,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23473256 Win=7911 Len=0,,,,,,,
45835,31.496672,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23474320 Win=7915 Len=0,,,,,,,
45852,31.533839,216.58.210.234,10.100.102.6,TLSv1.3,593,Application Data,,,,,,,
45864,31.544299,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23482534 Win=7896 Len=0,,,,,,,
45904,31.554616,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23485394 Win=7911 Len=0,,,,,,,
45915,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23488254 Win=7911 Len=0,,,,,,,
45916,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23490748 Win=7915 Len=0,,,,,,,
45917,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23493608 Win=7911 Len=0,,,,,,,
45918,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23496468 Win=7911 Len=0,,,,,,,
45919,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23503252 Win=7893 Len=0,,,,,,,
45920,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23506112 Win=7911 Len=0,,,,,,,
45923,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23508606 Win=7904 Len=0,,,,,,,
45928,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23511466 Win=7911 Len=0,,,,,,,
45929,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23514326 Win=7911 Len=0,,,,,,,
45930,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23515390 Win=7915 Len=0,,,,,,,
45937,31.57341,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23518250 Win=7915 Len=0,,,,,,,
45964,31.582045,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23522540 Win=7915 Len=0,,,,,,,
45965,31.582045,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23523604 Win=7915 Len=0,,,,,,,
45967,31.582045,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23530754 Win=7896 Len=0,,,,,,,
45968,31.582045,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23531818 Win=7915 Len=0,,,,,,,
45974,31.582395,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23540032 Win=7896 Len=0,,,,,,,
46017,31.613339,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8416979 Win=2145280 Len=0,,,,,,,
46024,31.619207,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23542892 Win=7911 Len=0,,,,,,,
46025,31.619207,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23548246 Win=7896 Len=0,,,,,,,
46030,31.621276,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8419839 Win=2144000 Len=0,,,,,,,
46033,31.629283,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8422699 Win=2144000 Len=0,,,,,,,
46034,31.629283,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8426623 Win=2141440 Len=0,,,,,,,
46035,31.629283,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8429483 Win=2145024 Len=0,,,,,,,
46036,31.629283,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8434837 Win=2143232 Len=0,,,,,,,
46044,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8437697 Win=2144000 Len=0,,,,,,,
46045,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8454125 Win=2136832 Len=0,,,,,,,
46046,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8440557 Win=2144000 Len=0,,,,,,,
46047,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8443051 Win=2144256 Len=0,,,,,,,
46048,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8456985 Win=2144000 Len=0,,,,,,,
46049,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8467693 Win=2144256 Len=0,,,,,,,
46050,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8465199 Win=2138624 Len=0,,,,,,,
46051,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8473413 Win=2140416 Len=0,,,,,,,
46056,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8475907 Win=2144256 Len=0,,,,,,,
46057,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8480197 Win=2141440 Len=0,,,,,,,
46059,31.635141,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8482691 Win=2144256 Len=0,,,,,,,
46095,31.648552,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23551106 Win=7911 Len=0,,,,,,,
46096,31.648552,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23553966 Win=7914 Len=0,,,,,,,
46097,31.648552,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23560750 Win=7896 Len=0,,,,,,,
46098,31.648552,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23564674 Win=7889 Len=0,,,,,,,
46105,31.65273,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23567534 Win=7911 Len=0,,,,,,,
46106,31.65273,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23572888 Win=7915 Len=0,,,,,,,
46107,31.65273,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23570394 Win=7911 Len=0,,,,,,,
46108,31.65273,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23577178 Win=7900 Len=0,,,,,,,
46109,31.65273,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23581102 Win=7893 Len=0,,,,,,,
46116,31.65273,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23583962 Win=7911 Len=0,,,,,,,
46117,31.65273,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23586822 Win=7914 Len=0,,,,,,,
46118,31.65273,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23589316 Win=7915 Len=0,,,,,,,
46125,31.656361,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23593606 Win=7907 Len=0,,,,,,,
46126,31.6572,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23596466 Win=7911 Len=0,,,,,,,
46127,31.6572,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23597530 Win=7915 Len=0,,,,,,,
46129,31.657264,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23604680 Win=7915 Len=0,,,,,,,
46130,31.658929,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23605744 Win=7915 Len=0,,,,,,,
46158,31.689603,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23613958 Win=7915 Len=0,,,,,,,
46163,31.704801,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8488411 Win=2142208 Len=0,,,,,,,
46164,31.704801,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8490905 Win=2144256 Len=0,,,,,,,
46165,31.704801,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8498055 Win=2145024 Len=0,,,,,,,
46166,31.704801,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8495195 Win=2141440 Len=0,,,,,,,
46169,31.706966,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8499119 Win=2145280 Len=0,,,,,,,
46186,31.724897,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8516977 Win=2133760 Len=0,,,,,,,
46187,31.724897,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8519837 Win=2144000 Len=0,,,,,,,
46188,31.724897,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8523761 Win=2145280 Len=0,,,,,,,
46189,31.724897,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8529481 Win=2142208 Len=0,,,,,,,
46190,31.724897,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8531975 Win=2144256 Len=0,,,,,,,
46191,31.724897,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8548403 Win=2132992 Len=0,,,,,,,
46211,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23616818 Win=7911 Len=0,,,,,,,
46212,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23619678 Win=7911 Len=0,,,,,,,
46213,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23622172 Win=7911 Len=0,,,,,,,
46214,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23625032 Win=7914 Len=0,,,,,,,
46219,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23630386 Win=7915 Len=0,,,,,,,
46220,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23638600 Win=7896 Len=0,,,,,,,
46225,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23641460 Win=7911 Len=0,,,,,,,
46226,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23653964 Win=7878 Len=0,,,,,,,
46228,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23655028 Win=7915 Len=0,,,,,,,
46236,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23657888 Win=7911 Len=0,,,,,,,
46237,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23660748 Win=7911 Len=0,,,,,,,
46238,31.750097,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23663242 Win=7911 Len=0,,,,,,,
46259,31.760482,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23666102 Win=7914 Len=0,,,,,,,
46260,31.760482,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23671456 Win=7915 Len=0,,,,,,,
46309,31.770852,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23674316 Win=7911 Len=0,,,,,,,
46310,31.770852,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23677176 Win=7911 Len=0,,,,,,,
46312,31.770852,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23679670 Win=7915 Len=0,,,,,,,
46350,31.781037,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8551263 Win=2144000 Len=0,,,,,,,
46367,31.79366,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8554123 Win=2145024 Len=0,,,,,,,
46369,31.79366,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8556617 Win=2145280 Len=0,,,,,,,
46376,31.79366,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8562337 Win=2142208 Len=0,,,,,,,
46377,31.79366,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8564831 Win=2145280 Len=0,,,,,,,
46412,31.800154,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8577335 Win=2144000 Len=0,,,,,,,
46419,31.802718,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8574475 Win=2140416 Len=0,,,,,,,
46420,31.802718,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8580195 Win=2145024 Len=0,,,,,,,
46421,31.802895,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8599117 Win=2132224 Len=0,,,,,,,
46422,31.802895,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8601977 Win=2144000 Len=0,,,,,,,
46423,31.802895,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8614115 Win=2135808 Len=0,,,,,,,
46433,31.821292,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23690744 Win=7889 Len=0,,,,,,,
46434,31.821292,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23693604 Win=7911 Len=0,,,,,,,
46440,31.834622,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23697528 Win=7900 Len=0,,,,,,,
46441,31.834622,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23712526 Win=7860 Len=0,,,,,,,
46442,31.834622,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23715386 Win=7911 Len=0,,,,,,,
46446,31.834622,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23728954 Win=7874 Len=0,,,,,,,
46448,31.834622,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23731814 Win=7911 Len=0,,,,,,,
46450,31.834622,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23734674 Win=7911 Len=0,,,,,,,
46466,31.840648,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23737168 Win=7915 Len=0,,,,,,,
46473,31.852797,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23741458 Win=7907 Len=0,,,,,,,
46484,31.854843,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23744318 Win=7911 Len=0,,,,,,,
46485,31.854843,216.58.210.234,10.100.102.6,TCP,60,443  >  54877 [ACK] Seq=1642 Ack=23745382 Win=7915 Len=0,,,,,,,
46521,31.876997,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8616975 Win=2144000 Len=0,,,,,,,
46522,31.876997,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8622329 Win=2145280 Len=0,,,,,,,
46523,31.876997,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8619835 Win=2144000 Len=0,,,,,,,
46531,31.876997,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8630543 Win=2140416 Len=0,,,,,,,
46547,31.883694,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8633403 Win=2144000 Len=0,,,,,,,
46548,31.883694,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8638757 Win=2145280 Len=0,,,,,,,
46549,31.883694,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8636263 Win=2145024 Len=0,,,,,,,
46559,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8643047 Win=2145280 Len=0,,,,,,,
46563,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8646971 Win=2144000 Len=0,,,,,,,
46564,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8649831 Win=2144000 Len=0,,,,,,,
46565,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8655185 Win=2145280 Len=0,,,,,,,
46566,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8652691 Win=2144000 Len=0,,,,,,,
46567,31.887771,216.58.210.234,10.100.102.6,TCP,60,443  >  54952 [ACK] Seq=7775 Ack=8662335 Win=2141184 Len=0,,,,,,,
