"No.","Time","Source","Destination","Protocol","Length","Info"
"340","0.536742","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"341","0.537373","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"343","0.537774","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"349","0.541196","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"350","0.541528","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"368","0.547365","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"372","0.548215","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"374","0.548663","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"393","0.611689","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"394","0.611888","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"395","0.611983","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"396","0.612059","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"412","0.618733","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"416","0.618885","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"418","0.619169","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"419","0.619326","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"495","0.688208","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"496","0.688579","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"497","0.688749","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"506","0.689788","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"536","0.698237","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"539","0.698499","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"540","0.698699","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"541","0.698765","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"595","0.780521","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"596","0.780697","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"598","0.780762","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"600","0.780812","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"601","0.780869","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"602","0.780911","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"615","0.788668","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"617","0.788913","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"634","0.854366","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"638","0.854830","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"640","0.855359","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"641","0.855662","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"664","0.865249","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"666","0.865566","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"669","0.865862","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"671","0.866125","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"682","0.925637","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"687","0.926314","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"688","0.926631","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"693","0.929272","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"697","0.934654","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"703","0.937082","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"716","0.939410","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"721","0.939995","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"734","0.995948","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"738","0.996310","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"739","0.996511","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"747","1.002006","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"753","1.008515","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"768","1.012450","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"772","1.013071","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"774","1.013303","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"785","1.068889","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"787","1.068992","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"790","1.071691","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"794","1.074856","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"804","1.080602","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"807","1.082458","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"815","1.086651","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"819","1.089350","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"852","1.152825","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"854","1.153086","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"855","1.153164","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"856","1.153198","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"857","1.153232","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"870","1.160067","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"872","1.160193","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"873","1.160238","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"889","1.222382","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"897","1.226191","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"900","1.226586","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"905","1.230836","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"906","1.230961","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"917","1.233181","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"919","1.233464","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"926","1.236186","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"951","1.301079","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"953","1.301404","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"954","1.301470","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"955","1.301518","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"956","1.301557","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"965","1.306422","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"967","1.306723","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"969","1.306830","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1015","1.381591","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1020","1.381848","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1023","1.382185","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1025","1.382268","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1027","1.382342","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1028","1.382388","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1029","1.382430","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1030","1.382472","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1068","1.460713","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1070","1.461186","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1072","1.461371","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1074","1.461538","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1076","1.461669","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1077","1.461779","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1078","1.461892","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1079","1.462002","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1098","1.538537","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1103","1.538950","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1104","1.539111","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1123","1.542327","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1125","1.542726","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1128","1.543241","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1130","1.543375","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1131","1.543474","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1143","1.609362","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1150","1.611279","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1151","1.611347","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1162","1.613483","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1163","1.613770","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1169","1.616464","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1173","1.616903","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1181","1.619803","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1211","1.698087","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1214","1.698368","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1215","1.698476","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1216","1.698554","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1217","1.698632","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1218","1.698705","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1219","1.698779","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1231","1.700789","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1264","1.790443","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1266","1.790827","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1268","1.791090","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1269","1.791140","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1270","1.791176","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1271","1.791210","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1272","1.791296","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1273","1.791579","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1321","1.864514","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1322","1.864685","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1324","1.864787","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1325","1.864840","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1326","1.864902","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1327","1.864952","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1328","1.865005","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1329","1.865053","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1368","1.938830","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1371","1.939125","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1372","1.939195","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1373","1.939246","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1374","1.939286","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1375","1.939330","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1376","1.939375","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1377","1.939414","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1413","2.010889","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1417","2.011033","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1418","2.011087","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1419","2.011129","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1429","2.015710","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1430","2.015846","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1431","2.015899","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1437","2.017224","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1495","2.096028","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1497","2.096378","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1499","2.096678","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1501","2.096884","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1503","2.097059","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1505","2.097387","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1507","2.097448","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1509","2.097493","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1533","2.179803","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1535","2.179893","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1537","2.179939","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1539","2.179975","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1540","2.180010","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1563","2.188948","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1565","2.189201","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1567","2.189262","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1986","2.261940","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1991","2.262150","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1993","2.262202","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1995","2.262249","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1997","2.262308","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1998","2.262360","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2011","2.272801","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2014","2.273154","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2055","2.355621","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2058","2.356328","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2060","2.356588","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2062","2.356827","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2064","2.357048","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2066","2.357292","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2068","2.357688","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2070","2.358188","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2107","2.445844","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2108","2.446107","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2110","2.446200","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2112","2.446527","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2114","2.446638","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2116","2.446966","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2118","2.447332","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2120","2.447609","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2160","2.535395","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2162","2.535719","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2164","2.536016","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2166","2.536098","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2167","2.536393","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2169","2.536446","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2172","2.536786","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2174","2.536858","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2197","2.612954","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2211","2.613244","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2213","2.613364","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2216","2.613471","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2218","2.613574","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2221","2.613818","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2223","2.614169","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2225","2.614367","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2251","2.691044","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2255","2.691582","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2257","2.691877","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2259","2.692131","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2261","2.692343","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2263","2.692545","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2264","2.692746","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2269","2.693271","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2313","2.874660","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2314","2.874827","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2316","2.875101","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2318","2.875406","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2321","2.875503","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2323","2.875543","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2325","2.875578","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2327","2.875612","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2350","2.948973","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2361","2.949232","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2363","2.949485","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2366","2.949814","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2368","2.949899","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2382","2.958773","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2384","2.958877","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2386","2.958940","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2421","3.033025","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2428","3.033256","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2430","3.033620","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2432","3.033673","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2434","3.034010","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2436","3.034062","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2438","3.034111","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2440","3.034146","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2452","3.109894","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2453","3.110025","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2461","3.112506","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2462","3.112956","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2491","3.121444","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2492","3.121732","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2494","3.121818","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2496","3.122034","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2516","3.187363","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2517","3.187731","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2518","3.187902","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2519","3.188050","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2528","3.192541","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2529","3.192699","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2542","3.195192","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2544","3.195637","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"2982","3.262876","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3006","3.264344","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3009","3.264427","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3010","3.264461","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3034","3.270961","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3052","3.272339","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3078","3.275371","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3080","3.275510","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3751","3.364997","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3785","3.365103","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3786","3.365148","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3814","3.365183","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3821","3.365223","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3822","3.365260","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3840","3.365323","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"3858","3.365362","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"4286","3.438012","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"4292","3.438372","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"4293","3.438572","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"4295","3.438752","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"4296","3.438930","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"4297","3.439098","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
