"No.","Time","Source","Destination","Protocol","Length","Info"
"6791","7.201301","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5838725 Win=8353 Len=0"
"6792","7.201301","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5835865 Win=8353 Len=0"
"6793","7.201301","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5841585 Win=8361 Len=0"
"6804","7.207382","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5844079 Win=8361 Len=0"
"6824","7.212428","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5846939 Win=8353 Len=0"
"6825","7.212428","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5849799 Win=8357 Len=0"
"6826","7.212428","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5852293 Win=8361 Len=0"
"6832","7.273438","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5858013 Win=8345 Len=0"
"6835","7.275132","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5860507 Win=8357 Len=0"
"6836","7.275132","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5866227 Win=8342 Len=0"
"6837","7.275132","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5868721 Win=8353 Len=0"
"6838","7.275132","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5871581 Win=8353 Len=0"
"6839","7.275132","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5874441 Win=8345 Len=0"
"6840","7.275132","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5876935 Win=8357 Len=0"
"6844","7.278588","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5879795 Win=8357 Len=0"
"6845","7.278588","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5885149 Win=8361 Len=0"
"6846","7.278588","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5884085 Win=8357 Len=0"
"6847","7.278588","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5890869 Win=8345 Len=0"
"6848","7.278588","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5893363 Win=8361 Len=0"
"6850","7.278588","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5897653 Win=8349 Len=0"
"6853","7.278588","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5900513 Win=8353 Len=0"
"6854","7.278588","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5901577 Win=8361 Len=0"
"6863","7.283708","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5905867 Win=8345 Len=0"
"6864","7.283708","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5908727 Win=8361 Len=0"
"6865","7.283708","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5909791 Win=8361 Len=0"
"6874","7.283708","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5914081 Win=8361 Len=0"
"6875","7.283708","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5918005 Win=8361 Len=0"
"6888","7.346584","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5926219 Win=8361 Len=0"
"6889","7.346584","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5922295 Win=8361 Len=0"
"6891","7.349505","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5929079 Win=8353 Len=0"
"6892","7.349505","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5931939 Win=8357 Len=0"
"6893","7.350806","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5938723 Win=8338 Len=0"
"6897","7.350806","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5942647 Win=8361 Len=0"
"6898","7.350806","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5941583 Win=8353 Len=0"
"6899","7.350806","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5949797 Win=8342 Len=0"
"6903","7.354003","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5950861 Win=8361 Len=0"
"6905","7.354003","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5955151 Win=8349 Len=0"
"6908","7.356716","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5959075 Win=8361 Len=0"
"6909","7.356716","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5958011 Win=8353 Len=0"
"6910","7.356716","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5964795 Win=8345 Len=0"
"6912","7.356716","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5967289 Win=8357 Len=0"
"6917","7.356716","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5974439 Win=8361 Len=0"
"6918","7.356716","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5970149 Win=8349 Len=0"
"6926","7.356873","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5983717 Win=8335 Len=0"
"6940","7.418466","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5986577 Win=8357 Len=0"
"6942","7.420428","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5989437 Win=8361 Len=0"
"6943","7.420428","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=5991931 Win=8361 Len=0"
"6947","7.422165","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6000145 Win=8361 Len=0"
"6950","7.428144","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6004435 Win=8361 Len=0"
"6951","7.428144","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6008359 Win=8361 Len=0"
"6953","7.428144","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6011219 Win=8353 Len=0"
"6954","7.428144","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6014079 Win=8353 Len=0"
"6955","7.428144","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6016573 Win=8361 Len=0"
"6968","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6019433 Win=8361 Len=0"
"6969","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6024787 Win=8361 Len=0"
"6970","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6023723 Win=8361 Len=0"
"6971","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6029077 Win=8357 Len=0"
"6972","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6031937 Win=8361 Len=0"
"6973","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6034431 Win=8353 Len=0"
"6974","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6037291 Win=8357 Len=0"
"6975","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6041215 Win=8361 Len=0"
"6976","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6040151 Win=8361 Len=0"
"6977","7.435220","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6049429 Win=8338 Len=0"
"6992","7.494119","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6052289 Win=8353 Len=0"
"6995","7.494119","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6057643 Win=8338 Len=0"
"6997","7.494119","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6060503 Win=8353 Len=0"
"6998","7.494119","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6063363 Win=8357 Len=0"
"7001","7.499701","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6065857 Win=8357 Len=0"
"7005","7.502353","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6068717 Win=8357 Len=0"
"7006","7.502353","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6071577 Win=8357 Len=0"
"7007","7.502353","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6074071 Win=8361 Len=0"
"7008","7.502353","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6082285 Win=8361 Len=0"
"7009","7.502353","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6081221 Win=8357 Len=0"
"7017","7.509065","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6086575 Win=8349 Len=0"
"7021","7.509065","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6089435 Win=8353 Len=0"
"7028","7.522014","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6091929 Win=8353 Len=0"
"7029","7.522014","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6098713 Win=8335 Len=0"
"7030","7.522014","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6101573 Win=8353 Len=0"
"7031","7.522014","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6104433 Win=8342 Len=0"
"7032","7.522014","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6106927 Win=8357 Len=0"
"7033","7.522014","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6115141 Win=8361 Len=0"
"7034","7.522014","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6111217 Win=8345 Len=0"
"7048","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6120861 Win=8345 Len=0"
"7049","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6123355 Win=8353 Len=0"
"7052","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6131569 Win=8338 Len=0"
"7053","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6126215 Win=8353 Len=0"
"7054","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6134429 Win=8353 Len=0"
"7055","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6137289 Win=8357 Len=0"
"7056","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6139783 Win=8361 Len=0"
"7057","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6142643 Win=8361 Len=0"
"7058","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6145503 Win=8361 Len=0"
"7059","7.598209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6147997 Win=8361 Len=0"
"7070","7.598355","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6153717 Win=8345 Len=0"
"7071","7.598355","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6156211 Win=8357 Len=0"
"7072","7.598355","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6161931 Win=8345 Len=0"
"7073","7.598355","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6167285 Win=8346 Len=0"
"7074","7.598355","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6164425 Win=8353 Len=0"
"7075","7.598355","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6170145 Win=8357 Len=0"
"7076","7.598355","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6180853 Win=8328 Len=0"
"7092","7.684209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6183713 Win=8353 Len=0"
"7093","7.684209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6186573 Win=8345 Len=0"
"7097","7.684209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6189067 Win=8353 Len=0"
"7105","7.684209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6191927 Win=8353 Len=0"
"7106","7.684209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6194787 Win=8353 Len=0"
"7107","7.684209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6197281 Win=8361 Len=0"
"7109","7.684209","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6200141 Win=8353 Len=0"
"7121","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6203001 Win=8353 Len=0"
"7123","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6205495 Win=8353 Len=0"
"7127","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6209785 Win=8361 Len=0"
"7128","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6216569 Win=8361 Len=0"
"7129","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6213709 Win=8357 Len=0"
"7130","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6219429 Win=8361 Len=0"
"7131","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6221923 Win=8361 Len=0"
"7132","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6224783 Win=8361 Len=0"
"7133","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6230137 Win=8361 Len=0"
"7134","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6234427 Win=8349 Len=0"
"7135","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6242641 Win=8323 Len=0"
"7136","7.700259","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6246565 Win=8317 Len=0"
"7753","7.779878","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6249425 Win=8353 Len=0"
"7754","7.779878","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6252285 Win=8345 Len=0"
"7757","7.779996","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6254779 Win=8353 Len=0"
"7783","7.781573","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6262993 Win=8338 Len=0"
"7784","7.781573","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6257639 Win=8353 Len=0"
"7973","7.851033","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6265853 Win=8353 Len=0"
"7974","7.851033","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6270143 Win=8342 Len=0"
"8086","7.873716","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6271207 Win=8361 Len=0"
"8091","7.907432","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6279421 Win=8338 Len=0"
"8092","7.907432","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6282281 Win=8353 Len=0"
"8093","7.907432","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6286571 Win=8342 Len=0"
"8094","7.907432","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6289065 Win=8353 Len=0"
"8095","7.907432","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6295849 Win=8335 Len=0"
"8096","7.907432","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6291925 Win=8342 Len=0"
"8097","7.907432","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6298709 Win=8353 Len=0"
"8098","7.907432","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6312277 Win=8317 Len=0"
"8316","7.959222","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6315137 Win=8353 Len=0"
"8318","7.959222","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6317997 Win=8345 Len=0"
"8324","7.961042","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6320491 Win=8357 Len=0"
"8325","7.961042","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6328705 Win=8338 Len=0"
"8571","7.996569","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6331565 Win=8357 Len=0"
"8577","7.998411","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6334425 Win=8357 Len=0"
"8578","7.998411","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6336919 Win=8357 Len=0"
"8625","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6342639 Win=8345 Len=0"
"8626","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6345133 Win=8353 Len=0"
"8627","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6347993 Win=8346 Len=0"
"8628","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6360497 Win=8335 Len=0"
"8629","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6350853 Win=8353 Len=0"
"8630","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6353347 Win=8353 Len=0"
"8631","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6361561 Win=8361 Len=0"
"8632","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6367281 Win=8361 Len=0"
"8633","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6369775 Win=8361 Len=0"
"8634","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6374065 Win=8349 Len=0"
"8635","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6376925 Win=8353 Len=0"
"8636","8.001656","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6377989 Win=8361 Len=0"
"8649","8.041365","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6386203 Win=8338 Len=0"
"8651","8.041559","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6389063 Win=8353 Len=0"
"8652","8.043623","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6391923 Win=8353 Len=0"
"8654","8.043623","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6394417 Win=8353 Len=0"
"8669","8.071902","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6397277 Win=8353 Len=0"
"8670","8.072336","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6402631 Win=8338 Len=0"
"8671","8.072336","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6405491 Win=8353 Len=0"
"8673","8.072617","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6408351 Win=8361 Len=0"
"8674","8.072617","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6410845 Win=8361 Len=0"
"8676","8.073592","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6417995 Win=8342 Len=0"
"8677","8.073592","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6420489 Win=8353 Len=0"
"8678","8.073592","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6423349 Win=8346 Len=0"
"8679","8.073592","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6426209 Win=8353 Len=0"
"8680","8.073592","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6428703 Win=8353 Len=0"
"8683","8.079803","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6431563 Win=8346 Len=0"
"8684","8.079803","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6434423 Win=8353 Len=0"
"8685","8.079803","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6435487 Win=8357 Len=0"
"8686","8.079803","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6438347 Win=8357 Len=0"
"8687","8.079803","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6443701 Win=8361 Len=0"
"8697","8.114661","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6447991 Win=8349 Len=0"
"8699","8.114661","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6451915 Win=8361 Len=0"
"8700","8.114661","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6450851 Win=8357 Len=0"
"8707","8.114870","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6460129 Win=8361 Len=0"
"8722","8.145198","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6468343 Win=8338 Len=0"
"8724","8.148301","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6477987 Win=8338 Len=0"
"8725","8.148301","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6480847 Win=8353 Len=0"
"8726","8.148301","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6471203 Win=8357 Len=0"
"8727","8.148301","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6487631 Win=8335 Len=0"
"8728","8.148301","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6490491 Win=8353 Len=0"
"8731","8.148515","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6492985 Win=8361 Len=0"
"8733","8.153341","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6506919 Win=8323 Len=0"
"8734","8.153341","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6509413 Win=8353 Len=0"
"8749","8.188417","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6512273 Win=8353 Len=0"
"8750","8.188417","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6515133 Win=8357 Len=0"
"8751","8.188417","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6517627 Win=8357 Len=0"
"8755","8.188417","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6520487 Win=8357 Len=0"
"8756","8.188417","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6523347 Win=8357 Len=0"
"8757","8.188417","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6525841 Win=8361 Len=0"
"8772","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6531561 Win=8345 Len=0"
"8773","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6534055 Win=8353 Len=0"
"8774","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6536915 Win=8357 Len=0"
"8775","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6539775 Win=8357 Len=0"
"8776","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6543699 Win=8346 Len=0"
"8777","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6546559 Win=8353 Len=0"
"8778","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6549419 Win=8353 Len=0"
"8779","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6553343 Win=8342 Len=0"
"8780","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6556203 Win=8353 Len=0"
"8781","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6558697 Win=8357 Len=0"
"8782","8.239774","216.58.204.10","10.100.102.6","TCP","60","443  >  54564 [ACK] Seq=1 Ack=6561557 Win=8357 Len=0"
